Date,AXISBANK.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS
2025-06-10,1230.798095703125,953.7698974609375,1400.200439453125,428.9839172363281
2025-06-11,1229.400390625,946.5388793945312,1408.171142578125,427.8272705078125
2025-06-12,1210.9305419921875,943.1416625976562,1402.4637451171875,424.13787841796875
2025-06-13,1203.8419189453125,930.6207885742188,1393.5089111328125,420.26904296875
2025-06-16,1213.4263916015625,939.2592163085938,1404.1365966796875,426.57086181640625
2025-06-17,1213.1268310546875,936.4444580078125,1400.4957275390625,426.13214111328125
2025-06-18,1219.0172119140625,938.5313110351562,1390.0648193359375,425.2546691894531
2025-06-19,1215.52294921875,939.2107543945312,1388.78564453125,428.046630859375
2025-06-20,1218.7176513671875,953.4786376953125,1404.33349609375,432.71319580078125
2025-06-23,1212.12841796875,945.5681762695312,1397.445068359375,435.5649719238281
2025-06-24,1219.2169189453125,951.634521484375,1401.38134765625,443.4422912597656
2025-06-25,1211.329833984375,961.0009155273438,1403.0543212890625,438.3968200683594
2025-06-26,1231.4970703125,981.1896362304688,1416.14208984375,439.51361083984375
2025-06-27,1223.110595703125,988.5982666015625,1438.87353515625,440.311279296875
2025-06-30,1197.2525634765625,982.023681640625,1422.7352294921875,431.4568176269531
2025-07-01,1171.394775390625,987.2244873046875,1409.1552734375,435.46527099609375
2025-07-02,1173.3916015625,974.418701171875,1405.0223388671875,432.5735778808594
2025-07-03,1169.1982421875,974.9583740234375,1403.1527099609375,424.0980224609375
2025-07-04,1176.6925048828125,976.037841796875,1419.782958984375,424.7361755371094
2025-07-07,1174.1944580078125,975.1055908203125,1412.7962646484375,428.72467041015625
2025-07-08,1164.501953125,981.974609375,1418.9957275390625,443.6217346191406
2025-07-09,1163.8023681640625,986.7828369140625,1409.056884765625,444.5789794921875
2025-07-10,1163.40283203125,984.3296508789062,1401.38134765625,439.49365234375
2025-07-11,1172.8955078125,973.2902221679688,1399.2164306640625,442.843994140625
2025-07-14,1171.7962646484375,972.94677734375,1400.298828125,439.49365234375
2025-07-15,1165.0015869140625,979.079833984375,1407.9744873046875,436.3626708984375
2025-07-16,1167.4996337890625,979.4722900390625,1403.6446533203125,434.6276550292969
2025-07-17,1158.90625,974.8602294921875,1396.0673828125,432.91259765625
2025-07-18,1098.452880859375,960.38623046875,1403.0543212890625,427.3621826171875
2025-07-21,1098.7525634765625,981.5330200195312,1442.4161376953125,432.2936706542969
2025-07-22,1097.15380859375,984.771240234375,1450.0916748046875,431.29541015625
2025-07-23,1103.9486083984375,993.2103881835938,1464.8524169921875,433.3318786621094
2025-07-24,1094.256103515625,988.2548217773438,1459.7353515625,427.681640625
2025-07-25,1085.262939453125,985.9922485351562,1453.5357666015625,424.18768310546875
2025-07-28,1072.7725830078125,987.9105224609375,1464.655517578125,392.6421203613281
